tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0008823,movie,All Woman,All Woman,0,1918,\N,60,Drama
tt0008824,movie,All the World to Nothing,All the World to Nothing,0,1918,\N,50,Comedy,Drama
tt0008825,movie,Sacrifice,Alraune, die Henkerstochter, genannt die rote Hanne,0,1918,\N,88,Horror
tt0008826,movie,Alraune,Alraune,0,1919,\N,80,Horror,Sci-Fi
tt0008827,movie,Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,0,1918,\N,67,Comedy,Romance
tt0008828,movie,America's Answer,America's Answer,0,1918,\N,80,Documentary,War
tt0008829,movie,American Buds,American Buds,0,1918,\N,\N,Comedy,Drama
tt0008830,movie,American Troops on Furlough,American Troops on Furlough,0,1918,\N,\N,Documentary,War
tt0008831,movie,Amerikaansche meisjes,Amerikaansche meisjes,0,1918,\N,\N,\N
tt0008832,short,Among the Cannibal Isles of the South Pacific,Among the Cannibal Isles of the South Pacific,0,1918,\N,16,Documentary,Short
tt0008833,movie,Amor parricida,Amor parricida,0,1918,\N,\N,\N
tt0008834,movie,André Cornélis,André Cornélis,0,1918,\N,\N,\N
tt0008835,movie,Ann's Finish,Ann's Finish,0,1918,\N,\N,Drama
tt0008836,movie,Anna Karenina,Anna Karenina,0,1918,\N,53,Drama
tt0008837,movie,Annexing Bill,Annexing Bill,0,1918,\N,\N,Comedy,Romance
tt0008838,movie,The Answer,The Answer,0,1918,\N,70,Drama
tt0008839,short,Antigua,Antigua,0,1918,\N,\N,Documentary,Short
tt0008840,movie,El apache de Londres,El apache de Londres,0,1918,\N,\N,Animation
tt0008841,movie,Aphrodite,Aphrodite,0,1918,\N,65,Drama
tt0008842,movie,Appearance of Evil,Appearance of Evil,0,1918,\N,\N,Drama
tt0008843,movie,Man of Gold,Az aranyember,0,1919,\N,83,Drama
tt0008844,short,Are Crooks Dishonest?,Are Crooks Dishonest?,0,1918,\N,13,Comedy,Short
tt0008845,movie,Arizona,Arizona,0,1918,\N,50,Comedy,Drama,Romance
tt0008846,short,Around the World in Nine Minutes,Around the World in Nine Minutes,0,1918,\N,\N,Animation,Comedy,Short
tt0008847,short,The Art Bug,The Art Bug,0,1918,\N,\N,Comedy,Short
tt0008848,short,Cupid's Rival,Cupid's Rival,0,1917,\N,28,Comedy,Short
tt0008849,movie,Ashes of Love,Ashes of Love,0,1918,\N,\N,Drama
tt0008850,short,At the Front,At the Front,0,1918,\N,\N,Animation,Comedy,Short
tt0008851,movie,At the Mercy of Men,At the Mercy of Men,0,1918,\N,\N,Drama,Thriller
tt0008852,movie,The Atom,The Atom,0,1918,\N,50,Drama
tt0008853,movie,Au paradis des enfants,Au paradis des enfants,0,1918,\N,\N,\N
tt0008854,movie,The Eyes of the Mummy,Die Augen der Mumie Ma,0,1918,\N,63,Drama,Horror
tt0008855,movie,El aventurero misterioso,El aventurero misterioso,0,1918,\N,\N,Adventure
tt0008856,movie,Los aventureros del crimen,Los aventureros del crimen,0,1918,\N,\N,\N
tt0008857,movie,The Awakening,The Awakening,0,1917,\N,\N,Drama
tt0008858,movie,A Bachelor's Children,A Bachelor's Children,0,1918,\N,\N,Drama
tt0008859,short,Back to the Balkans,Back to the Balkans,0,1918,\N,\N,Animation,Comedy,Short
tt0008860,short,Back to the Woods,Back to the Woods,0,1919,\N,\N,Comedy,Short
tt0008861,movie,Back to the Woods,Back to the Woods,0,1918,\N,50,Comedy,Drama
tt0008862,movie,Bajada del ángel en Tudela,Bajada del ángel en Tudela,0,1918,\N,\N,Documentary
tt0008863,short,The Battle Royal,The Battle Royal,0,1918,\N,\N,Comedy,Short
tt0008864,movie,Battling Jane,Battling Jane,0,1918,\N,50,Comedy,Drama
tt0008865,movie,Beans,Beans,0,1918,\N,50,Comedy,Thriller
tt0008866,short,Bears and Bad Men,Bears and Bad Men,0,1918,\N,19,Comedy,Short
tt0008867,short,Beat It,Beat It,0,1918,\N,\N,Comedy,Short
tt0008869,movie,Beauty and the Rogue,Beauty and the Rogue,0,1918,\N,50,Comedy,Crime,Drama
tt0008870,movie,Beauty in Chains,Beauty in Chains,0,1918,\N,50,Drama,Romance
tt0008871,short,Bees in His Bonnet,Bees in His Bonnet,0,1918,\N,\N,Comedy,Short
tt0008872,short,Before and After Taking,Before and After Taking,0,1918,\N,\N,Comedy,Short
tt0008873,movie,Believe Me, Xantippe,Believe Me, Xantippe,0,1918,\N,50,Comedy,Romance
tt0008874,short,The Bell Boy,The Bell Boy,0,1918,\N,33,Comedy,Short
tt0008875,movie,The Bells,The Bells,0,1918,\N,50,Crime,Drama,Horror
tt0008876,movie,The Beloved Blackmailer,The Beloved Blackmailer,0,1918,\N,50,Comedy,Romance
tt0008877,movie,The Beloved Rogue,The Beloved Rogue,0,1918,\N,\N,\N
tt0008878,movie,The Beloved Traitor,The Beloved Traitor,0,1918,\N,50,Drama
tt0008879,movie,The Outlaw and His Wife,Berg-Ejvind och hans hustru,0,1918,\N,136,Drama
tt0008880,movie,The Better Half,The Better Half,0,1918,\N,\N,Drama,Romance
tt0008881,short,Betty Wakes Up,Betty Wakes Up,0,1917,\N,20,Comedy,Short
tt0008882,movie,Betty Takes a Hand,Betty Takes a Hand,0,1918,\N,\N,Drama
tt0008883,movie,Beware of Strangers,Beware of Strangers,0,1917,\N,\N,Crime,Drama
tt0008884,short,The Big Idea,The Big Idea,0,1917,\N,9,Comedy,Short
tt0008885,movie,The Biggest Show on Earth,The Biggest Show on Earth,0,1918,\N,50,Drama
tt0008886,movie,The Bird of Prey,The Bird of Prey,0,1918,\N,\N,Drama
tt0008887,movie,Blackie's Redemption,Blackie's Redemption,0,1919,\N,50,Drama
tt0008888,movie,Die blaue Laterne,Die blaue Laterne,0,1918,\N,56,\N
tt0008889,movie,The Blind Adventure,The Blind Adventure,0,1918,\N,\N,Comedy,Drama,Mystery
tt0008890,movie,The Blindness of Divorce,The Blindness of Divorce,0,1918,\N,\N,Drama
tt0008891,movie,The Blue Bird,The Blue Bird,0,1918,\N,75,Family,Fantasy
tt0008892,movie,'Blue Blazes' Rawden,'Blue Blazes' Rawden,0,1918,\N,65,Drama,Western
tt0008893,movie,Blue-Eyed Mary,Blue-Eyed Mary,0,1918,\N,\N,Drama
tt0008894,short,Bobby Bumps Becomes an Ace,Bobby Bumps Becomes an Ace,0,1918,\N,\N,Animation,Comedy,Short
tt0008895,short,Bobby Bumps Caught in the Jamb,Bobby Bumps Caught in the Jamb,0,1918,\N,5,Animation,Comedy,Short
tt0008896,short,Bobby Bumps Films a Fire,Bobby Bumps Films a Fire,0,1918,\N,\N,Animation,Comedy,Short
tt0008897,short,Bobby Bumps' Incubator,Bobby Bumps' Incubator,0,1918,\N,\N,Animation,Comedy,Short
tt0008898,short,Bobby Bumps Out West,Bobby Bumps Out West,0,1918,\N,\N,Animation,Comedy,Short
tt0008899,short,Bobby Bumps Puts a Beanery on the Bum,Bobby Bumps Puts a Beanery on the Bum,0,1918,\N,5,Animation,Comedy,Family
tt0008900,short,Bobby Bumps and the Speckled Death,Bobby Bumps and the Speckled Death,0,1918,\N,\N,Animation,Comedy,Short
tt0008901,short,Bobby Bumps at the Dentist,Bobby Bumps at the Dentist,0,1918,\N,3,Animation,Comedy,Short
tt0008902,short,Bobby Bumps in Before and After,Bobby Bumps in Before and After,0,1918,\N,\N,Animation,Comedy,Family
tt0008903,short,Bobby Bumps on the Doughnut Trail,Bobby Bumps on the Doughnut Trail,0,1918,\N,\N,Animation,Comedy,Short
tt0008904,short,Bobby Bumps on the Road,Bobby Bumps on the Road,0,1918,\N,\N,Animation,Comedy,Short
tt0008905,short,Bobby Bumps' Disappearing Gun,Bobby Bumps' Disappearing Gun,0,1918,\N,\N,Animation,Comedy,Short
tt0008906,short,Bobby Bumps' Fight,Bobby Bumps' Fight,0,1918,\N,\N,Animation,Comedy,Short
tt0008907,short,The Bond,The Bond,0,1918,\N,10,Comedy,Short
tt0008908,short,The Bonds That Tie,The Bonds That Tie,0,1918,\N,\N,Short
tt0008909,movie,Bonnie Annie Laurie,Bonnie Annie Laurie,0,1918,\N,50,Drama
tt0008910,movie,The Border Legion,The Border Legion,0,1918,\N,50,Western
tt0008911,movie,Border Raiders,Border Raiders,0,1918,\N,50,Western
tt0008912,movie,The Border Wireless,The Border Wireless,0,1918,\N,50,Action,War,Western
tt0008913,movie,Borrowed Clothes,Borrowed Clothes,0,1918,\N,60,Drama
tt0008914,short,Bosquejo cinematográfico,Bosquejo cinematográfico,0,1918,\N,14,Short
tt0008915,movie,Bound in Morocco,Bound in Morocco,0,1918,\N,64,Action,Comedy,Romance
tt0008916,movie,Boundary House,Boundary House,0,1918,\N,\N,Drama
tt0008917,movie,Brace Up,Brace Up,0,1918,\N,50,Drama
tt0008918,movie,Branding Broadway,Branding Broadway,0,1918,\N,50,Comedy,Romance,Western
tt0008919,movie,The Brass Bullet,The Brass Bullet,0,1918,\N,\N,Action,Adventure
tt0008920,movie,The Brass Check,The Brass Check,0,1918,\N,\N,Comedy,Drama
tt0008921,movie,Brave and Bold,Brave and Bold,0,1918,\N,\N,Comedy,Drama
tt0008922,movie,The Bravest Way,The Bravest Way,0,1918,\N,50,Drama
tt0008923,movie,Bread,Bread,0,1918,\N,60,Drama
tt0008924,movie,Breakers Ahead,Breakers Ahead,0,1918,\N,50,Drama
tt0008925,short,Bride and Gloom,Bride and Gloom,0,1918,\N,\N,Comedy,Short
tt0008926,movie,The Bride of Fear,The Bride of Fear,0,1918,\N,50,Drama
tt0008927,movie,The Bride's Awakening,The Bride's Awakening,0,1918,\N,60,Drama
tt0008928,short,Britain's Far Flung Battle Line,Britain's Far Flung Battle Line,0,1918,\N,\N,Documentary,Short,War
tt0008929,movie,Broadway Bill,Broadway Bill,0,1918,\N,50,Drama,Romance
tt0008930,movie,Broadway Love,Broadway Love,0,1918,\N,60,Romance
tt0008931,movie,A Broadway Scandal,A Broadway Scandal,0,1918,\N,50,Comedy,Drama
tt0008932,movie,Brown of Harvard,Brown of Harvard,0,1918,\N,\N,Drama,Sport
tt0008933,movie,Die Brüder Karamasoff,Die Brüder Karamasoff,0,1920,\N,70,Drama
tt0008934,movie,Buchanan's Wife,Buchanan's Wife,0,1918,\N,\N,Drama
tt0008935,movie,The Bull's Eye,The Bull's Eye,0,1917,\N,\N,Action,Drama
tt0008936,short,A Bullet for Berlin,A Bullet for Berlin,0,1918,\N,10,Short
tt0008937,short,Bulling the Bolshevik,Bulling the Bolshevik,0,1918,\N,\N,Animation,Comedy,Short
tt0008938,short,Bums and Boarders,Bums and Boarders,0,1918,\N,\N,Comedy,Short
tt0008939,movie,The Burden of Proof,The Burden of Proof,0,1918,\N,\N,Drama
tt0008940,short,The Burglar Alarm,The Burglar Alarm,0,1918,\N,\N,Animation,Comedy,Short
tt0008941,movie,A Burglar for a Night,A Burglar for a Night,0,1918,\N,50,Comedy,Drama
tt0008942,movie,The Business of Life,The Business of Life,0,1918,\N,\N,Drama
tt0008943,movie,The Cabaret Girl,The Cabaret Girl,0,1918,\N,50,Drama
tt0008944,movie,The Caillaux Case,The Caillaux Case,0,1918,\N,\N,Drama
tt0008945,movie,A Camouflage Kiss,A Camouflage Kiss,0,1918,\N,\N,Comedy,Drama,Romance
tt0008946,movie,The Captain's Captain,The Captain's Captain,0,1919,\N,\N,Comedy,Drama
tt0008947,movie,Captain Fracasse,Capitan Fracassa,0,1919,\N,\N,Adventure
tt0008949,movie,Captured German Prisoners,Captured German Prisoners,0,1918,\N,\N,Documentary,War
tt0008950,movie,Carmen,Carmen,0,1918,\N,70,Drama
tt0008951,movie,Carmen of the Klondike,Carmen of the Klondike,0,1918,\N,75,Adventure,Drama,Romance
tt0008952,movie,Casanova,Casanova,0,1919,\N,\N,Drama,Romance
tt0008953,movie,Caught in the Act,Caught in the Act,0,1918,\N,\N,Comedy,Romance
tt0008954,movie,The Cavell Case,The Woman the Germans Shot,0,1918,\N,60,Biography,Drama,War
tt0008955,movie,Cecilia of the Pink Roses,Cecilia of the Pink Roses,0,1918,\N,\N,Drama
tt0008956,movie,Cheating the Public,Cheating the Public,0,1918,\N,\N,Drama
tt0008957,short,The Chief Cook,The Chief Cook,0,1917,\N,\N,Comedy,Short
tt0008958,movie,Chinese Co-operation in the War,Chinese Co-operation in the War,0,1918,\N,\N,Documentary,War
tt0008959,movie,A Christmas Fantasy,A Christmas Fantasy,0,1918,\N,\N,Fantasy
tt0008960,short,Chumps and Cops,Chumps and Cops,0,1918,\N,\N,Comedy,Short
tt0008961,short,The City Slicker,The City Slicker,0,1918,\N,12,Comedy,Short
tt0008962,movie,The City of Dim Faces,The City of Dim Faces,0,1918,\N,50,Drama
tt0008963,movie,The City of Purple Dreams,The City of Purple Dreams,0,1918,\N,\N,Drama
tt0008964,movie,The City of Tears,The City of Tears,0,1918,\N,50,Comedy,Drama
tt0008965,movie,The Claim,The Claim,0,1918,\N,\N,Drama
tt0008966,movie,The Claw,The Claw,0,1918,\N,\N,Drama
tt0008967,movie,The Claws of the Hun,The Claws of the Hun,0,1918,\N,50,Drama,War
tt0008968,movie,Clouds That Smile,Clouds That Smile,0,1918,\N,\N,Documentary
tt0008969,movie,The Clutch of Circumstance,The Clutch of Circumstance,0,1918,\N,\N,Drama
tt0008970,movie,Codicia,Codicia,0,1918,\N,\N,\N
tt0008971,movie,Colomba,Colomba,0,1918,\N,50,Drama
tt0008972,short,Colonel Theodore Roosevelt's Expedition Into the Wilds,Colonel Theodore Roosevelt's Expedition Into the Wilds,0,1918,\N,\N,Documentary,Short
tt0008973,movie,Come on In,Come on In,0,1918,\N,50,Comedy,Romance,War
tt0008974,movie,Confession,Confession,0,1918,\N,\N,Drama
tt0008975,short,The Cook,The Cook,0,1918,\N,22,Comedy,Short
tt0008976,short,A Coorial on the Orinoco,A Coorial on the Orinoco,0,1918,\N,\N,Documentary,Short
tt0008977,movie,La cortina verde,La cortina verde,0,1919,\N,\N,\N
tt0008978,movie,The Craving,The Craving,0,1918,\N,50,Drama,Horror
tt0008979,movie,Nye dlya deneg radivshisya,Nye dlya deneg radivshisya,0,1918,\N,\N,Adventure
tt0008980,movie,The Cross Bearer,The Cross Bearer,0,1918,\N,50,Drama
tt0008981,movie,The Cruise of the Make-Believes,The Cruise of the Make-Believes,0,1918,\N,50,Drama
tt0008982,movie,Soldiers of the Emperor,A Császár katonái,0,1918,\N,\N,\N
tt0008983,movie,The Ugly Boy,A csúnya fiú,0,1918,\N,\N,Drama
tt0008984,movie,Cupid Angling,Cupid Angling,0,1918,\N,\N,Drama
tt0008985,movie,Cupid's Roundup,Cupid's Roundup,0,1918,\N,\N,Western
tt0008986,movie,The Curse of Iku,The Curse of Iku,0,1918,\N,\N,Drama
tt0008987,movie,Cyclone Higgins, D.D.,Cyclone Higgins, D.D.,0,1918,\N,\N,Comedy,Drama
tt0008988,short,A Dam Catastrophe,A Dam Catastrophe,0,1918,\N,\N,Documentary,Short
tt0008989,movie,Dame Nature's Love,Dame Nature's Love,0,1918,\N,\N,Documentary
tt0008990,movie,The Danger Game,The Danger Game,0,1918,\N,50,Comedy
tt0008991,movie,The Danger Mark,The Danger Mark,0,1918,\N,50,Drama
tt0008992,movie,Danger Within,Danger Within,0,1918,\N,50,Drama
tt0008993,movie,Danger, Go Slow,Danger, Go Slow,0,1918,\N,60,Comedy
tt0008994,movie,A Daughter of France,A Daughter of France,0,1918,\N,\N,Drama
tt0008995,movie,A Daughter of Uncle Sam,A Daughter of Uncle Sam,0,1918,\N,\N,\N
tt0008996,movie,A Daughter of the Old South,A Daughter of the Old South,0,1918,\N,50,Drama
tt0008997,movie,The Dawn of Understanding,The Dawn of Understanding,0,1918,\N,50,Comedy,Western
tt0008998,movie,De Luxe Annie,De Luxe Annie,0,1918,\N,72,Drama
tt0008999,movie,The Death Dance,The Death Dance,0,1918,\N,50,Drama
tt0009000,movie,The Debt of Honor,The Debt of Honor,0,1918,\N,\N,Drama
tt0009001,movie,The Deciding Kiss,The Deciding Kiss,0,1918,\N,50,Drama
tt0009002,short,The Decoy,The Decoy,0,1918,\N,\N,Animation,Comedy,Short
tt0009004,movie,The Demon,The Demon,0,1918,\N,\N,Comedy
tt0009005,movie,Desert Law,Desert Law,0,1918,\N,\N,Western
tt0009006,movie,Deuce Duncan,Deuce Duncan,0,1918,\N,\N,Western
tt0009007,movie,The Devil Dodger,The Devil Dodger,0,1917,\N,50,Action,Drama,Western
tt0009008,movie,Devil Dogs,Devil Dogs,0,1918,\N,\N,Documentary
tt0009009,movie,Devil Dogs,Devil Dogs,0,1918,\N,\N,Documentary,War
tt0009010,movie,The Devil's Wheel,The Devil's Wheel,0,1918,\N,\N,Drama
tt0009011,movie,The Story of Dida Ibsen,Dida Ibsens Geschichte,0,1918,\N,\N,Drama
tt0009012,movie,A Diplomatic Mission,A Diplomatic Mission,0,1918,\N,\N,Comedy,Drama
tt0009013,movie,The Divine Sacrifice,The Divine Sacrifice,0,1918,\N,\N,Drama
tt0009014,movie,The Tenth Symphony,La dixième symphonie,0,1918,\N,94,Drama
tt0009015,short,Do You Love Your Wife?,Do You Love Your Wife?,0,1919,\N,13,Comedy,Short
tt0009016,movie,The Doctor and the Woman,The Doctor and the Woman,0,1918,\N,60,Mystery
tt0009017,movie,Dodging a Million,Dodging a Million,0,1918,\N,60,Comedy
tt0009018,short,A Dog's Life,A Dog's Life,0,1918,\N,33,Comedy,Drama,Short
tt0009019,movie,Doing Their Bit,Doing Their Bit,0,1918,\N,\N,Comedy,Drama
tt0009020,movie,A Doll's House,A Doll's House,0,1918,\N,50,Drama
tt0009021,movie,Dombey and Son,Dombey and Son,0,1919,\N,60,Drama
tt0009022,short,Dominica,Dominica, British West Indies,0,1918,\N,\N,Documentary,Short
tt0009023,short,The Doughboy,The Doughboy,0,1918,\N,\N,Animation,Comedy,Short
tt0009024,movie,Draft 258,Draft 258,0,1917,\N,\N,Drama
tt0009025,short,The Draft Board,The Draft Board,0,1918,\N,\N,Animation,Comedy,Short
tt0009026,movie,The Dream Lady,The Dream Lady,0,1918,\N,54,Comedy,Romance
tt0009027,short,Das Dreimäderlhaus,Das Dreimäderlhaus,0,1918,\N,40,Drama,Short
tt0009028,movie,De duivel,De duivel,0,1918,\N,\N,\N
tt0009029,movie,The Eagle's Eye,The Eagle's Eye,0,1918,\N,600,\N
tt0009030,movie,The Eagle,The Eagle,0,1918,\N,50,Crime,Thriller,Western
tt0009031,movie,Ecce Homo,Ecce Homo,0,1918,\N,\N,Drama
tt0009032,short,Efficiency,Efficiency,0,1918,\N,\N,Animation,Comedy,Short
tt0009033,movie,Wanted a Wife,The Elder Miss Blossom,0,1919,\N,50,Drama,Romance
tt0009034,movie,The Eleventh Commandment,The Eleventh Commandment,0,1918,\N,\N,Drama
tt0009035,movie,The Embarrassment of Riches,The Embarrassment of Riches,0,1918,\N,\N,Comedy
tt0009036,movie,The Empty Cab,The Empty Cab,0,1918,\N,50,Mystery
tt0009037,movie,The Enemy Within,The Enemy Within,0,1918,\N,61,\N
tt0009038,movie,Es werde Licht! 3. Teil,Es werde Licht! 3. Teil,0,1918,\N,50,\N
tt0009039,movie,La España trágica o Tierra de sangre,La España trágica o Tierra de sangre,0,1918,\N,240,Drama
tt0009040,movie,Eve's Daughter,Eve's Daughter,0,1918,\N,50,Comedy,Drama
tt0009041,movie,Every Mother's Son,Every Mother's Son,0,1918,\N,\N,Drama
tt0009042,movie,Everywoman's Husband,Everywoman's Husband,0,1918,\N,\N,Drama
tt0009043,short,An Ex-Cannibal Carnival,An Ex-Cannibal Carnival,0,1918,\N,\N,Documentary,Short
tt0009044,short,Experiment No. 1,Experiment No. 1,0,1918,\N,\N,Animation,Comedy,Short
tt0009045,short,The Extra-Quick Lunch,The Extra-Quick Lunch,0,1918,\N,6,Animation,Comedy,Short
tt0009046,movie,Eye for Eye,Eye for Eye,0,1918,\N,70,Drama,Romance
tt0009047,movie,The Eyes of Julia Deep,The Eyes of Julia Deep,0,1918,\N,57,Comedy,Drama
tt0009048,movie,The Eyes of Mystery,The Eyes of Mystery,0,1918,\N,\N,Mystery
tt0009049,movie,The Face in the Dark,The Face in the Dark,0,1918,\N,60,Mystery
tt0009050,movie,The Fair Pretender,The Fair Pretender,0,1918,\N,50,Comedy,Drama
tt0009051,movie,The Rosentopf Case,Der Fall Rosentopf,0,1918,\N,\N,Comedy
tt0009052,movie,Fallen Angel,Fallen Angel,0,1918,\N,\N,Drama
tt0009053,movie,Fame and Fortune,Fame and Fortune,0,1918,\N,\N,Western
tt0009054,movie,The Family Skeleton,The Family Skeleton,0,1918,\N,50,Comedy,Drama
tt0009055,movie,Fan Fan,Fan Fan,0,1918,\N,50,Comedy,Drama
tt0009056,short,Fare, Please,Fare, Please,0,1918,\N,\N,Comedy,Short
tt0009057,short,Farms and Fumbles,Farms and Fumbles,0,1918,\N,\N,Comedy,Short
tt0009058,movie,Fast Company,Fast Company,0,1918,\N,50,Comedy
tt0009059,short,The Fatal Marriage,The Fatal Marriage,0,1918,\N,\N,Comedy,Short
tt0009060,movie,Fedora,Fedora,0,1918,\N,50,Drama
tt0009061,short,The Fickle Blacksmith,The Fickle Blacksmith,0,1918,\N,\N,Comedy,Short
tt0009062,movie,The Merry Jail,Das fidele Gefängnis,0,1917,\N,48,Comedy
tt0009063,movie,A Fight for Millions,A Fight for Millions: Episode No. 1, The Snare,0,1918,\N,\N,Action,Drama,Romance
tt0009064,movie,Fighting Along the Piave,Fighting Along the Piave,0,1918,\N,\N,Documentary,War
tt0009065,movie,The Fighting Grin,The Fighting Grin,0,1918,\N,50,Comedy,Western
tt0009066,movie,Find the Woman,Find the Woman,0,1918,\N,\N,Drama
tt0009067,short,Finest on Four Feet,Finest on Four Feet,0,1918,\N,\N,Documentary,Short
tt0009068,movie,The Finger of Justice,The Finger of Justice,0,1918,\N,70,Crime,Drama
tt0009069,movie,The Firebrand,The Firebrand,0,1918,\N,\N,Drama
tt0009070,movie,The Firefly of France,The Firefly of France,0,1918,\N,50,Drama
tt0009071,short,Fireman Save My Child,Fireman Save My Child,0,1918,\N,8,Comedy,Short
tt0009072,movie,Fires of Youth,Fires of Youth,0,1918,\N,50,Drama
tt0009073,movie,The First Law,The First Law,0,1918,\N,\N,Mystery
tt0009074,short,A Fisherless Cartoon,A Fisherless Cartoon,0,1918,\N,\N,Animation,Comedy,Short
tt0009075,movie,Five Thousand an Hour,Five Thousand an Hour,0,1918,\N,\N,Comedy
tt0009076,movie,The Fjords of Norway,The Fjords of Norway,0,1918,\N,\N,Documentary
tt0009077,movie,Flare-Up Sal,Flare-Up Sal,0,1918,\N,50,Western
tt0009078,movie,The Flash of Fate,The Flash of Fate,0,1918,\N,50,Crime,Drama
tt0009079,movie,The Floor Below,The Floor Below,0,1918,\N,60,Comedy,Drama
tt0009080,movie,Flower of the Dusk,Flower of the Dusk,0,1918,\N,\N,Drama
tt0009081,movie,Flying with the Marines,Flying with the Marines,0,1918,\N,\N,Documentary
tt0009082,short,Follow the Crowd,Follow the Crowd,0,1918,\N,\N,Comedy,Short
tt0009083,movie,For Freedom,For Freedom,0,1918,\N,60,Drama
tt0009084,movie,For Husbands Only,For Husbands Only,0,1918,\N,60,Comedy,Drama
tt0009085,movie,For Sale,For Sale,0,1918,\N,\N,Drama
tt0009086,movie,The Forbidden City,The Forbidden City,0,1918,\N,62,Drama,Romance
tt0009087,movie,The Forbidden Path,The Forbidden Path,0,1918,\N,\N,Crime,Drama,Romance
tt0009088,short,Frauds and Frenzies,Frauds and Frenzies,0,1918,\N,21,Comedy,Short
tt0009089,short,Frei Bonifácio,Frei Bonifácio,0,1918,\N,26,Comedy,Short
tt0009090,short,Freight Investigation,Freight Investigation,0,1918,\N,\N,Animation,Comedy,Short
tt0009091,movie,Friend Husband,Friend Husband,0,1918,\N,50,Comedy,Drama
tt0009092,movie,Fuhrmann Henschel,Fuhrmann Henschel,0,1918,\N,\N,Drama
tt0009093,movie,Funchal,Funchal,0,1918,\N,\N,Documentary
tt0009094,movie,The Further Adventures of Stingaree,The Further Adventures of Stingaree,0,1917,\N,\N,Action,Crime,Drama
tt0009095,movie,Fuss and Feathers,Fuss and Feathers,0,1918,\N,50,Comedy,Drama,Romance
tt0009096,movie,The Lighthouse Keeper's Daughter,Fyrvaktarens dotter,0,1918,\N,63,Drama
tt0009097,movie,A Game with Fate,A Game with Fate,0,1918,\N,\N,Mystery
tt0009098,short,Gas Logic,Gas Logic,0,1918,\N,\N,Comedy,Short
tt0009099,short,A Gasoline Wedding,A Gasoline Wedding,0,1918,\N,9,Comedy,Short
